No,Title,VideoUrl,TimeStamp,Sentence,RowNumber,IsUsefulSentence,Key steps,Verb,Object(directly related with Verb),Location,Time,Temperature,Other important phrase(like with,Video Pred,Clip IDs
10086,minestrone,https://www.youtube.com/watch?v=2IcWR76i1bo,06:04.5,"so give everything a good steer beautiful, parsley, on there some fresh garlic just on top and definitely some beautiful grated parmesan cheese just until there ground black pepper and just a drizzle only one weather and also what 's really good with minestrone is some beautiful whitefish seven top there.",45,0,,,,,,,,"put food, take tap, check tomato, check pizza, put pizza, take pepper, put bowl, put bowl, cut oil, put pizza, put pizza, take pizza, put pizza","2IcWR76i1bo_0073, 2IcWR76i1bo_0074, 2IcWR76i1bo_0075, 2IcWR76i1bo_0076, 2IcWR76i1bo_0077, 2IcWR76i1bo_0078, 2IcWR76i1bo_0079, 2IcWR76i1bo_0080, 2IcWR76i1bo_0081, 2IcWR76i1bo_0082, 2IcWR76i1bo_0083, 2IcWR76i1bo_0084, 2IcWR76i1bo_0085"
10087,minestrone,https://www.youtube.com/watch?v=2IcWR76i1bo,07:04.3,"so they go guys hope you enjoyed it absolutely one of my favorite soups of all time easy to do you can add anything you want in their secret is just to cook it for a long, long time thanks guys.",46,0,,,,,,,,"put pizza, close oven, close oven, close cupboard, take container","2IcWR76i1bo_0085, 2IcWR76i1bo_0086, 2IcWR76i1bo_0087, 2IcWR76i1bo_0088, 2IcWR76i1bo_0089"
10088,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,00:05.3,"i am jim warner from the wexner medical center at the ohio state university, and today we 're going to talk about a one pot.",0,0,,,,,,,,"turn-on fridge, finish tortilla","pCTdsgv1wZ4_0002, pCTdsgv1wZ4_0003"
10089,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,00:12.4,"minestrone soup, which is about a twenty minute soup.",1,0,,,,,,,,finish tortilla,pCTdsgv1wZ4_0003
10090,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,0:00:15,it 's high in protein.,2,0,,,,,,,,"take oven, turn-on fridge, finish tortilla, finish tortilla","pCTdsgv1wZ4_0001, pCTdsgv1wZ4_0002, pCTdsgv1wZ4_0003, pCTdsgv1wZ4_0004"
10091,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,00:17.0,"it 's a lower in fat little bit, lower in sodium an.",3,0,,,,,,,,"finish tortilla, finish tortilla","pCTdsgv1wZ4_0004, pCTdsgv1wZ4_0005"
10092,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,00:22.0,"it 's a great soup takes about twenty minutes, is about six ingredients and the beauty of this is it really only takes one pot to make this entire batch of soup?",4,0,,,,,,,,"finish tortilla, wash glass, open oil","pCTdsgv1wZ4_0005, pCTdsgv1wZ4_0006, pCTdsgv1wZ4_0007"
10093,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,00:30.3,what we 're going to do is we 're going to add some low sodium low fat chicken broth to the pan like this.,5,1,add chicken broth to pan,add,chicken broth,pan,,,,"open oil, close water, finish tortilla","pCTdsgv1wZ4_0007, pCTdsgv1wZ4_0008, pCTdsgv1wZ4_0009"
10094,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,00:41.0,we 've got about a quart in here and the thing that you really want to look at is when you 're looking at the nutrient information or the back of the container.,6,0,,,,,,,,"finish tortilla, put cutlery","pCTdsgv1wZ4_0009, pCTdsgv1wZ4_0010"
10095,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,00:48.2,this has about four hundred twenty milligrams of sodium.,7,0,,,,,,,,put cutlery,pCTdsgv1wZ4_0010
10096,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,0:00:51,so if we were to get the regular chicken broth that would have eight hundred forty milligrams of sodium per portion the average amount of sodium standard today is two thousand milligrams per day.,8,0,,,,,,,,"take oven, turn-on fridge, finish tortilla, finish tortilla, finish tortilla, wash glass, open oil, close water, finish tortilla, put cutlery, close tortilla, close tortilla, put tortilla","pCTdsgv1wZ4_0001, pCTdsgv1wZ4_0002, pCTdsgv1wZ4_0003, pCTdsgv1wZ4_0004, pCTdsgv1wZ4_0005, pCTdsgv1wZ4_0006, pCTdsgv1wZ4_0007, pCTdsgv1wZ4_0008, pCTdsgv1wZ4_0009, pCTdsgv1wZ4_0010, pCTdsgv1wZ4_0011, pCTdsgv1wZ4_0012, pCTdsgv1wZ4_0013"
10097,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,01:02.9,"so if you eat one cup of soup you 're really about their halfway there, already.",9,0,,,,,,,,"put tortilla, put plate","pCTdsgv1wZ4_0013, pCTdsgv1wZ4_0014"
10098,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,01:07.7,"so that 's one of the reasons that we went with the low sodium, fat free broth, going to let this cook and actually bring this to a real quick boil.",10,1,boil chicken broth,boil,chicken broth,,,,,"put plate, remove tortilla, remove tortilla","pCTdsgv1wZ4_0014, pCTdsgv1wZ4_0015, pCTdsgv1wZ4_0016"
10099,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,01:17.1,now we 're waiting for that.,11,0,,,,,,,,remove tortilla,pCTdsgv1wZ4_0016
10100,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,01:18.2,"the boy we 're going to talk about some of the meat that were put in here, we 're using chicken tenderloin which is a little more expensive.",12,1,add chicken tenderloin to soup,add,chicken tenderloin,soup,,,,"remove tortilla, dry hand, squeeze hand","pCTdsgv1wZ4_0016, pCTdsgv1wZ4_0017, pCTdsgv1wZ4_0018"
10101,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,01:25.5,but the great thing about chicken tenderloin is a cooks very quickly.,13,0,,,,,,,,squeeze hand,pCTdsgv1wZ4_0018
10102,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,01:28.9,"it 's very low fat and when you add it to your soup, it adds some flavor to your broth as well.",14,0,,,,,,,,"squeeze hand, finish tortilla, put salad","pCTdsgv1wZ4_0018, pCTdsgv1wZ4_0019, pCTdsgv1wZ4_0020"
10103,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,01:35.1,the other ingredients that we have that make it simple.,15,0,,,,,,,,put salad,pCTdsgv1wZ4_0020
10104,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,01:37.4,"we 've got a mixed frozen vegetable, which is green beans.",16,0,,,,,,,,"put salad, throw package","pCTdsgv1wZ4_0020, pCTdsgv1wZ4_0021"
10105,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,01:41.6,some corn and carrots in here we have a whole wheat pasta.,17,0,,,,,,,,"throw package, wash water","pCTdsgv1wZ4_0021, pCTdsgv1wZ4_0022"
10106,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,01:46.9,we 're going to add to that.,18,0,,,,,,,,wash water,pCTdsgv1wZ4_0022
10107,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,01:47.9,we 've got some fresh spinach that we 're going to finish this off with.,19,0,,,,,,,,"wash water, pour water","pCTdsgv1wZ4_0022, pCTdsgv1wZ4_0023"
10108,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,01:50.9,and we have parmesan reggiano cheese and parmesan reggiano cheese.,20,0,,,,,,,,pour water,pCTdsgv1wZ4_0023
10109,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,01:54.5,"somewhat compensates for the salt that you will put in the soup, and they 're going to see it with black pepper real simple to make.",21,0,,,,,,,,"pour water, turn-off glass, put bowl","pCTdsgv1wZ4_0023, pCTdsgv1wZ4_0024, pCTdsgv1wZ4_0025"
10110,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,02:00.7,"now we 've got the broth is already moved, and you can tell by the way, the broad is starting to start around a little bit, movements are gonna add are chicken tenderloins to the broth and what we 're going to do is let these cook, and you 're going to these cook till they 're no longer pink in the center for about five or six minutes.",22,1,add chicken tenderloins to soup; cook chicken tenderloins,add; cook,chicken tenderloins; chicken tenderloins,,5-6 minutes,,,"put bowl, wash rest, put spoon, take tortilla, take lid","pCTdsgv1wZ4_0025, pCTdsgv1wZ4_0026, pCTdsgv1wZ4_0027, pCTdsgv1wZ4_0028, pCTdsgv1wZ4_0029"
10111,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,02:20.0,"we 're going to put these in, here and let them go.",23,0,,,,,,,,"take tortilla, take lid","pCTdsgv1wZ4_0028, pCTdsgv1wZ4_0029"
10112,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,02:22.7,"so we 've got the chicken tenderloins that are already cooking in the broth, they took about four five minutes and the thing that 's great about using these.",24,0,,,,,,,,"take lid, put water, put fridge","pCTdsgv1wZ4_0029, pCTdsgv1wZ4_0030, pCTdsgv1wZ4_0031"
10113,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,02:30.0,"because there 's no bones in her very little connective tissue that cook very, very quickly what we 're going to do is we 're going to take the chicken tenderloins out of the broth and while we 're taking these out, and we 're going to let them call their own, chop them are going to put them right back into the soup, while these are sitting here , kohli.",25,0,,,,,,,,"put water, put fridge, open tortilla, squeeze water, put glass","pCTdsgv1wZ4_0030, pCTdsgv1wZ4_0031, pCTdsgv1wZ4_0032, pCTdsgv1wZ4_0033, pCTdsgv1wZ4_0034"
10114,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,02:49.8,"and we 're going to add the whole weight pasta in this case reason pene pasta, which really works, well, it 's a whole grain pasta and this holds up well in the soup and actually is about the same size of the chicken meat which is really what you want, you want to use a larger size pasta or smaller size pasta you want the food in the soup, or any dish you make to look assistant size.",26,1,add pasta,add,pasta,,,,,"put glass, put glass, put glass, close salt, close blueberry, open light","pCTdsgv1wZ4_0034, pCTdsgv1wZ4_0035, pCTdsgv1wZ4_0036, pCTdsgv1wZ4_0037, pCTdsgv1wZ4_0038, pCTdsgv1wZ4_0039"
10115,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,03:11.9,so and add the pasta in store that around a bit we 're going to add our vegetables.,27,1,add vegetables,add,vegetables,,,,,"open light, open tortilla, add tortilla","pCTdsgv1wZ4_0039, pCTdsgv1wZ4_0040, pCTdsgv1wZ4_0041"
10116,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,03:20.1,do n't let these cook for about twelve minutes?,28,1,cook mixture,cook,mixture,,12 minutes,,,"add tortilla, open oil","pCTdsgv1wZ4_0041, pCTdsgv1wZ4_0042"
10117,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,03:27.2,"and the pain is still very, very hot because we had boil the chicken breast, here the chicken tenderloins.",29,0,,,,,,,,"open oil, put glass","pCTdsgv1wZ4_0042, pCTdsgv1wZ4_0043"
10118,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,03:33.6,now we 're going to let this cook for about twelve minutes are going to chop the chicken tenderloins.,30,0,,,,,,,,"put glass, open salt","pCTdsgv1wZ4_0043, pCTdsgv1wZ4_0044"
10119,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,03:38.4,"we 're going to add that back to the soup, and we 're almost done.",31,0,,,,,,,,"open salt, wash glass","pCTdsgv1wZ4_0044, pCTdsgv1wZ4_0045"
10120,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,03:40.9,so we 're going to go ahead and chop up the chicken tenderloins and again.,32,1,take tenderloins out; chop tenderloins,take out; chop,tenderloins; tenderloins,,,,,wash glass,pCTdsgv1wZ4_0045
10121,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,03:44.3,these are cooked completely.,33,0,,,,,,,,"wash glass, open fridge","pCTdsgv1wZ4_0045, pCTdsgv1wZ4_0046"
10122,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,03:46.1,"and if you look how easy these chop, and how great they 're going to taste in this soup, is going to be delicious?",34,0,,,,,,,,"open fridge, wash glass","pCTdsgv1wZ4_0046, pCTdsgv1wZ4_0047"
10123,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,03:54.4,so what will do with his chicken tenders.,35,0,,,,,,,,"wash glass, close pan","pCTdsgv1wZ4_0047, pCTdsgv1wZ4_0048"
10124,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,03:56.1,"is while everything else is cooking, we 're going to add these back into the soup, not only going to add some flavor they 're going to add some depth to the soup, as well, and again you want to handle these when you 're able to handle them you do n't want to handle them when they were super, super, hot, or you 're going to end up burning yourself?",36,1,put tenderloins back into soup,put back,tenderloins,soup,,,,"close pan, close cupboard, wash glass, wash glass","pCTdsgv1wZ4_0048, pCTdsgv1wZ4_0049, pCTdsgv1wZ4_0050, pCTdsgv1wZ4_0051"
10125,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,04:13.4,but you really do n't want to do and take our chicken.,37,0,,,,,,,,"wash glass, wash egg","pCTdsgv1wZ4_0051, pCTdsgv1wZ4_0052"
10126,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,04:18.2,"we 're going to add this to our soup, and you can tell already this soup looks great because it 's got a lot of color.",38,0,,,,,,,,"wash egg, wash salad, take salt","pCTdsgv1wZ4_0052, pCTdsgv1wZ4_0053, pCTdsgv1wZ4_0054"
10127,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,04:26.6,it 's got a lot of texture to it.,39,0,,,,,,,,take salt,pCTdsgv1wZ4_0054
10128,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,04:27.9,you 've got the pasta noodles in here.,40,0,,,,,,,,take salt,pCTdsgv1wZ4_0054
10129,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,04:29.4,"you 've got the frozen vegetables, and then you have the chicken in here.",41,0,,,,,,,,"take salt, pour water","pCTdsgv1wZ4_0054, pCTdsgv1wZ4_0055"
10130,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,04:34.1,"so there 's a lot of things going for this soup that makes it really, really good.",42,0,,,,,,,,"pour water, take salt","pCTdsgv1wZ4_0055, pCTdsgv1wZ4_0056"
10131,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,04:37.5,"plus it 's low sodium super spin cooking for about eight minutes, right now and the noodle that we 're using today is a whole wheat noodle.",43,0,,,,,,,,"take salt, take oven, wash spoon","pCTdsgv1wZ4_0056, pCTdsgv1wZ4_0057, pCTdsgv1wZ4_0058"
10132,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,04:46.7,"this is about ready to go the noodles themselves or about al dente, which means firm to the bite, go ahead.",44,0,,,,,,,,"wash spoon, wash spoon, wash glass","pCTdsgv1wZ4_0058, pCTdsgv1wZ4_0059, pCTdsgv1wZ4_0060"
10133,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,04:57.7,you see the soup.,45,0,,,,,,,,wash glass,pCTdsgv1wZ4_0060
10134,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,04:58.3,it 's getting into a good boy over to go ahead and add.,46,0,,,,,,,,"wash glass, wash tortilla","pCTdsgv1wZ4_0060, pCTdsgv1wZ4_0061"
10135,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,05:01.0,are fresh spinach.,47,1,add spinach,add,spinach,,,,,"take oven, wash tortilla","pCTdsgv1wZ4_0001, pCTdsgv1wZ4_0061"
10136,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,0:05:02,"you can use frozen spinach in this recipe as well, but i prefer to use fresh spinach.",48,0,,,,,,,,"take oven, turn-on fridge, finish tortilla, finish tortilla, finish tortilla, wash glass, open oil, close water, finish tortilla, put cutlery, close tortilla, close tortilla, put tortilla, put plate, remove tortilla, remove tortilla, dry hand, squeeze hand, finish tortilla, put salad, throw package, wash water, pour water, turn-off glass, put bowl, wash rest, put spoon, take tortilla, take lid, put water, put fridge, open tortilla, squeeze water, put glass, put glass, put glass, close salt, close blueberry, open light, open tortilla, add tortilla, open oil, put glass, open salt, wash glass, open fridge, wash glass, close pan, close cupboard, wash glass, wash glass, wash egg, wash salad, take salt, pour water, take salt, take oven, wash spoon, wash spoon, wash glass, wash tortilla, wash glass","pCTdsgv1wZ4_0001, pCTdsgv1wZ4_0002, pCTdsgv1wZ4_0003, pCTdsgv1wZ4_0004, pCTdsgv1wZ4_0005, pCTdsgv1wZ4_0006, pCTdsgv1wZ4_0007, pCTdsgv1wZ4_0008, pCTdsgv1wZ4_0009, pCTdsgv1wZ4_0010, pCTdsgv1wZ4_0011, pCTdsgv1wZ4_0012, pCTdsgv1wZ4_0013, pCTdsgv1wZ4_0014, pCTdsgv1wZ4_0015, pCTdsgv1wZ4_0016, pCTdsgv1wZ4_0017, pCTdsgv1wZ4_0018, pCTdsgv1wZ4_0019, pCTdsgv1wZ4_0020, pCTdsgv1wZ4_0021, pCTdsgv1wZ4_0022, pCTdsgv1wZ4_0023, pCTdsgv1wZ4_0024, pCTdsgv1wZ4_0025, pCTdsgv1wZ4_0026, pCTdsgv1wZ4_0027, pCTdsgv1wZ4_0028, pCTdsgv1wZ4_0029, pCTdsgv1wZ4_0030, pCTdsgv1wZ4_0031, pCTdsgv1wZ4_0032, pCTdsgv1wZ4_0033, pCTdsgv1wZ4_0034, pCTdsgv1wZ4_0035, pCTdsgv1wZ4_0036, pCTdsgv1wZ4_0037, pCTdsgv1wZ4_0038, pCTdsgv1wZ4_0039, pCTdsgv1wZ4_0040, pCTdsgv1wZ4_0041, pCTdsgv1wZ4_0042, pCTdsgv1wZ4_0043, pCTdsgv1wZ4_0044, pCTdsgv1wZ4_0045, pCTdsgv1wZ4_0046, pCTdsgv1wZ4_0047, pCTdsgv1wZ4_0048, pCTdsgv1wZ4_0049, pCTdsgv1wZ4_0050, pCTdsgv1wZ4_0051, pCTdsgv1wZ4_0052, pCTdsgv1wZ4_0053, pCTdsgv1wZ4_0054, pCTdsgv1wZ4_0055, pCTdsgv1wZ4_0056, pCTdsgv1wZ4_0057, pCTdsgv1wZ4_0058, pCTdsgv1wZ4_0059, pCTdsgv1wZ4_0060, pCTdsgv1wZ4_0061, pCTdsgv1wZ4_0062"
10137,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,05:06.2,"actually , this spinach here when you see, when we add to soup it 's going to end up into.",49,0,,,,,,,,"wash glass, wash water","pCTdsgv1wZ4_0062, pCTdsgv1wZ4_0063"
10138,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,05:10.6,next to nothing.,50,0,,,,,,,,wash water,pCTdsgv1wZ4_0063
10139,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,05:11.3,"because spinach really contracts when it cooks, i 'm going to go ahead and add this to the soup, and if you like spinach, you can always add more to it.",51,0,,,,,,,,"wash water, wash bean:green, wash water, put water","pCTdsgv1wZ4_0063, pCTdsgv1wZ4_0064, pCTdsgv1wZ4_0065, pCTdsgv1wZ4_0066"
10140,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,05:25.5,"so you can see this soup looks great lots of color in the soup, which is really, what you want with your food.",52,0,,,,,,,,put water,pCTdsgv1wZ4_0066
10141,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,05:29.7,"because we tend to eat with our eyes, and if you see the colors that we have here, the greens the yellows, the oranges just beautiful looking soup, and again it takes very little time to prepare this product today.",53,0,,,,,,,,"put water, cut bean:green, cut bean:green, wash glass","pCTdsgv1wZ4_0066, pCTdsgv1wZ4_0067, pCTdsgv1wZ4_0068, pCTdsgv1wZ4_0069"
10142,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,05:43.1,so right now the spinach is actually ready to go.,54,0,,,,,,,,"wash glass, wash bean:green","pCTdsgv1wZ4_0069, pCTdsgv1wZ4_0070"
10143,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,05:47.9,we 're going to turn off the flame.,55,1,turn off flame,turn off,flame,,,,,"wash bean:green, remove water","pCTdsgv1wZ4_0070, pCTdsgv1wZ4_0071"
10144,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,05:51.5,take a little bit of black pepper.,56,1,add black pepper,add,black pepper,,,,,remove water,pCTdsgv1wZ4_0071
10145,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,05:52.8,and i 'm going to season it with black pepper.,57,0,,,,,,,,"remove water, close cupboard","pCTdsgv1wZ4_0071, pCTdsgv1wZ4_0072"
10146,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,05:56.4,can this soup is ready to go?,58,0,,,,,,,,"close cupboard, wash salt","pCTdsgv1wZ4_0072, pCTdsgv1wZ4_0073"
10147,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,06:00.6,they want to go ahead.,59,0,,,,,,,,wash salt,pCTdsgv1wZ4_0073
10148,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,06:01.4,and we 've got this nice lookin soup dish here going to go ahead and add this to the bowl OK.,60,0,,,,,,,,"wash salt, wash kettle, wash glass","pCTdsgv1wZ4_0073, pCTdsgv1wZ4_0074, pCTdsgv1wZ4_0075"
10149,minestrone,https://www.youtube.com/watch?v=pCTdsgv1wZ4,06:11.2,"here is roughly about eighteen ounces of soup lots of color we 're going to have some parmesan reggiano, reggiano cheese to this, as well, and we 've got a really good looking soup.",61,0,,,,,,,,"wash glass, wash glass, wash glass, close plate, close cupboard","pCTdsgv1wZ4_0075, pCTdsgv1wZ4_0076, pCTdsgv1wZ4_0077, pCTdsgv1wZ4_0078, pCTdsgv1wZ4_0079"
10150,minestrone,https://www.youtube.com/watch?v=6uB1pcyBCBw,00:00.3,"hey guys, i want to share with you, really easy minestrone recipe that i think takes alot like olive garden.",0,0,,,,,,,,"take bag, mix bottle","6uB1pcyBCBw_0001, 6uB1pcyBCBw_0002"
10151,minestrone,https://www.youtube.com/watch?v=6uB1pcyBCBw,00:05.5,so the first thing you want to do is at about three tablespoons of olive oil to a large pot to that you 're going to add onion.,1,1,add olive oil; add onion,add;add,olive oil; onion,,,,,"mix bottle, close onion","6uB1pcyBCBw_0002, 6uB1pcyBCBw_0003"
10152,minestrone,https://www.youtube.com/watch?v=6uB1pcyBCBw,00:13.2,i have about a cup and a half.,2,0,,,,,,,,"close onion, take tap","6uB1pcyBCBw_0003, 6uB1pcyBCBw_0004"
10153,minestrone,https://www.youtube.com/watch?v=6uB1pcyBCBw,00:15.3,it 's a medium onion and garlic.,3,0,,,,,,,,take tap,6uB1pcyBCBw_0004
10154,minestrone,https://www.youtube.com/watch?v=6uB1pcyBCBw,00:17.1,now you can choose as much garlic as you like.,4,0,,,,,,,,"take tap, close tap","6uB1pcyBCBw_0004, 6uB1pcyBCBw_0005"
10155,minestrone,https://www.youtube.com/watch?v=6uB1pcyBCBw,00:20.0,we put in about a whole bulb of it.,5,1,put in bulb,put in,bulb,,,,,close tap,6uB1pcyBCBw_0005
10156,minestrone,https://www.youtube.com/watch?v=6uB1pcyBCBw,00:23.2,we really enjoy it though.,6,0,,,,,,,,close tap,6uB1pcyBCBw_0005
10157,minestrone,https://www.youtube.com/watch?v=6uB1pcyBCBw,00:24.7,"so you could do as little or as much as you like and then just start to sate it until the onion start to get a little soft, add your veggies.",7,1,add vegetables,add,vegetables,,,,,"close tap, close tap, cut tap","6uB1pcyBCBw_0005, 6uB1pcyBCBw_0006, 6uB1pcyBCBw_0007"
10158,minestrone,https://www.youtube.com/watch?v=6uB1pcyBCBw,00:33.1,and this is where you can kind of do whatever you want we 've got about a cup of green beans about a.,8,1,add green beans,add,green beans,,,,,"cut tap, take pepper","6uB1pcyBCBw_0007, 6uB1pcyBCBw_0008"
10159,minestrone,https://www.youtube.com/watch?v=6uB1pcyBCBw,00:37.7,"cup , and a half of green beans a cup of celery and then D king kutter zucchini, but i 've got about a cup.",9,1,add celery,add,celery,,,,,"take pepper, put pepper","6uB1pcyBCBw_0008, 6uB1pcyBCBw_0009"
10160,minestrone,https://www.youtube.com/watch?v=6uB1pcyBCBw,00:44.2,maybe a cup and a half of zucchini see.,10,1,add  zucchini,add,zucchini,,,,,"put pepper, take mustard","6uB1pcyBCBw_0009, 6uB1pcyBCBw_0010"
10161,minestrone,https://www.youtube.com/watch?v=6uB1pcyBCBw,00:47.4,"look how cute he did a pretty good job, you actually did a really good job for being three, add those veggies to your pot and stir him up.",11,1,add vegetables,add,vegetables,,,,,"take mustard, put mustard, check tap","6uB1pcyBCBw_0010, 6uB1pcyBCBw_0011, 6uB1pcyBCBw_0012"
10162,minestrone,https://www.youtube.com/watch?v=6uB1pcyBCBw,00:58.0,you just gonna want to cook him for maybe about five minutes on medium.,12,1,cook vegetables,cook ,vegetables,,five minutes,,,"check tap, put water","6uB1pcyBCBw_0012, 6uB1pcyBCBw_0013"
10163,minestrone,https://www.youtube.com/watch?v=6uB1pcyBCBw,01:03.3,"then you 're going to need four cups of vegetable broth and four cups of water, a can of white kidney beans and then regular kid movies and then two cans of diced tomatoes the fourteen , outsize.",13,1,add white kidney beans,add ,white kidney beans,,,,,"put water, put water, look grape, put grape","6uB1pcyBCBw_0013, 6uB1pcyBCBw_0014, 6uB1pcyBCBw_0015, 6uB1pcyBCBw_0016"
10164,minestrone,https://www.youtube.com/watch?v=6uB1pcyBCBw,01:15.2,"i keep the juice in so, do n't drain the tomatoes about a cup of shredded carrot, then you also need basil oregano salt and pepper add liquid to your pot again.",14,1,add tomatoes,add,tomatoes,,,,,"put grape, take carrot, take bowl","6uB1pcyBCBw_0016, 6uB1pcyBCBw_0017, 6uB1pcyBCBw_0018"
10165,minestrone,https://www.youtube.com/watch?v=6uB1pcyBCBw,01:27.9,"it 's four cups of vegetable broth, and you have to use vegetable broth.",15,1,add vegetable broth,add,vegetable broth,,,,,"take bowl, put bowl","6uB1pcyBCBw_0018, 6uB1pcyBCBw_0019"
10166,minestrone,https://www.youtube.com/watch?v=6uB1pcyBCBw,01:30.7,and then four cups of water add your rinsed beans and then give it a good stir to that.,16,1,add water,add,water,,,,,"put bowl, put pizza","6uB1pcyBCBw_0019, 6uB1pcyBCBw_0020"
10167,minestrone,https://www.youtube.com/watch?v=6uB1pcyBCBw,01:36.6,"she 'll add your carrot again if you really, like carrots add lots of carrots if you do n't like carrot been going at it at all.",17,1,add carrot,add,carrot,,,,,"put pizza, take water","6uB1pcyBCBw_0020, 6uB1pcyBCBw_0021"
10168,minestrone,https://www.youtube.com/watch?v=6uB1pcyBCBw,01:41.9,it 's a very flexible recipe.,18,0,,,,,,,,take water,6uB1pcyBCBw_0021
10169,minestrone,https://www.youtube.com/watch?v=6uB1pcyBCBw,01:44.1,"oh , you 're going to add as much or as little of each of the seasonings for the basil and oregano.",19,1,add basil; add oregano,add;add,basil; oregano,,,,,"take water, take water","6uB1pcyBCBw_0021, 6uB1pcyBCBw_0022"
10170,minestrone,https://www.youtube.com/watch?v=6uB1pcyBCBw,01:48.9,we did about two teaspoons each the pepper.,20,1,add pepper,add,pepper,,,,,"take water, take salt","6uB1pcyBCBw_0022, 6uB1pcyBCBw_0023"
10171,minestrone,https://www.youtube.com/watch?v=6uB1pcyBCBw,01:51.5,we go pretty light on just for the kids.,21,0,,,,,,,,take salt,6uB1pcyBCBw_0023
10172,minestrone,https://www.youtube.com/watch?v=6uB1pcyBCBw,01:53.3,so that a half of a teaspoon and then about a teaspoon or.,22,0,,,,,,,,"take salt, put water","6uB1pcyBCBw_0023, 6uB1pcyBCBw_0024"
10173,minestrone,https://www.youtube.com/watch?v=6uB1pcyBCBw,01:56.7,so of salt.,23,1,add salt,add,salt,,,,,put water,6uB1pcyBCBw_0024
10174,minestrone,https://www.youtube.com/watch?v=6uB1pcyBCBw,01:57.7,so it just alter your taste.,24,0,,,,,,,,"put water, put bowl","6uB1pcyBCBw_0024, 6uB1pcyBCBw_0025"
